College_ID,IQ,Prev_Sem_Result,CGPA,Academic_Performance,Internship_Experience,Extra_Curricular_Score,Communication_Skills,Projects_Completed,Placement,Academic_Score,Skill_Score,Placement_Score,Placement_Readiness,Risk_Score,Risk_Level,Skill_Gap
CLG0091,100,6.88,7.14,3,Yes,8,1,3,No,3.7,4.0,4.09,LOW,5.91,HIGH,4.0
CLG0012,83,5.53,5.27,5,Yes,7,8,2,No,2.19,6.11,4.04,LOW,5.96,HIGH,1.89
CLG0016,89,7.47,7.65,5,Yes,0,10,0,No,5.09,4.0,4.46,MEDIUM,5.54,MEDIUM,4.0
CLG0047,110,9.37,9.16,10,No,2,8,1,No,9.01,4.31,6.51,HIGH,3.49,LOW,3.69
CLG0056,89,9.44,8.95,7,Yes,9,8,1,No,7.89,5.71,6.26,HIGH,3.74,LOW,2.29
CLG0066,103,5.05,5.18,2,Yes,8,5,2,No,0.83,4.98,3.38,LOW,6.62,HIGH,3.02
CLG0051,100,9.43,9.04,4,No,2,10,2,Yes,6.95,6.0,6.19,HIGH,3.81,LOW,2.0
CLG0027,90,6.36,6.52,4,No,10,2,4,No,3.27,5.64,4.4,MEDIUM,5.6,MEDIUM,2.36
CLG0073,132,5.19,5.62,8,Yes,3,4,2,No,3.24,3.53,4.26,MEDIUM,5.74,HIGH,4.47
CLG0066,109,9.24,9.71,10,Yes,2,1,2,No,9.33,2.0,5.69,MEDIUM,4.31,MEDIUM,6.0
CLG0062,69,9.32,9.06,3,No,6,10,3,Yes,6.57,7.6,6.15,HIGH,3.85,LOW,0.4
CLG0071,102,7.98,8.29,2,No,8,1,3,No,4.87,4.0,4.59,MEDIUM,5.41,MEDIUM,4.0
CLG0008,90,7.87,7.72,9,No,3,10,1,No,6.72,5.4,5.69,MEDIUM,4.31,MEDIUM,2.6
CLG0038,112,9.07,9.47,4,No,8,3,3,Yes,7.05,4.89,5.99,HIGH,4.01,LOW,3.11
CLG0006,88,8.93,9.22,9,Yes,1,4,3,No,8.45,3.93,5.76,MEDIUM,4.24,MEDIUM,4.07
CLG0059,98,9.45,9.02,6,No,1,3,1,No,7.62,1.89,4.78,MEDIUM,5.22,MEDIUM,6.11
CLG0019,107,7.76,7.67,1,No,8,3,5,No,3.95,6.49,5.3,MEDIUM,4.7,MEDIUM,1.51
CLG0079,112,9.84,9.68,3,No,6,8,0,Yes,7.34,4.31,5.87,MEDIUM,4.13,MEDIUM,3.69
CLG0056,81,9.98,10.0,7,No,4,4,4,No,8.99,5.33,6.41,HIGH,3.59,LOW,2.67
CLG0028,94,5.58,5.49,9,Yes,4,3,3,No,3.71,4.09,4.03,LOW,5.97,HIGH,3.91
CLG0094,92,9.25,9.43,8,Yes,8,9,0,No,8.47,5.16,6.32,HIGH,3.68,LOW,2.84
CLG0091,90,7.5,7.6,5,Yes,10,1,4,No,5.08,5.2,4.95,MEDIUM,5.05,MEDIUM,2.8
CLG0010,126,6.94,7.42,8,Yes,3,8,1,No,5.61,4.51,5.5,MEDIUM,4.5,MEDIUM,3.49
CLG0045,106,8.07,8.51,2,No,10,5,3,No,5.08,6.18,5.62,MEDIUM,4.38,MEDIUM,1.82
CLG0095,81,5.28,5.21,3,No,0,8,5,No,1.33,7.11,4.06,LOW,5.94,HIGH,0.89
CLG0065,113,7.53,7.75,8,No,5,10,3,Yes,6.2,7.4,6.67,HIGH,3.33,LOW,0.6
CLG0050,131,9.35,9.68,9,Yes,2,3,2,Yes,9.04,2.89,6.31,HIGH,3.69,LOW,5.11
CLG0032,115,6.07,6.47,10,No,1,6,3,No,5.06,4.82,5.22,MEDIUM,4.78,MEDIUM,3.18
CLG0061,77,7.13,6.7,8,Yes,3,7,3,No,5.19,5.67,4.96,MEDIUM,5.04,MEDIUM,2.33
CLG0016,92,9.7,9.5,4,Yes,8,8,0,No,7.45,4.71,5.74,MEDIUM,4.26,MEDIUM,3.29
CLG0006,119,7.14,6.96,6,No,7,7,0,No,4.72,4.07,4.85,MEDIUM,5.15,MEDIUM,3.93
CLG0066,89,6.79,6.72,5,Yes,6,7,3,No,4.0,6.27,4.93,MEDIUM,5.07,MEDIUM,1.73
CLG0062,106,7.2,6.87,4,No,1,2,5,No,4.03,4.64,4.58,MEDIUM,5.42,MEDIUM,3.36
CLG0066,111,7.6,7.6,9,Yes,0,3,4,No,6.47,4.09,5.42,MEDIUM,4.58,MEDIUM,3.91
CLG0067,86,8.16,8.32,10,No,6,6,1,No,7.67,4.22,5.53,MEDIUM,4.47,MEDIUM,3.78
CLG0019,99,9.0,9.0,3,No,9,3,5,No,6.33,6.69,6.2,HIGH,3.8,LOW,1.31
CLG0004,51,7.26,7.43,1,No,4,9,0,No,3.47,4.36,3.3,LOW,6.7,HIGH,3.64
CLG0043,84,9.09,8.66,7,No,10,9,5,Yes,7.47,9.56,7.55,HIGH,2.45,LOW,0.0
CLG0018,96,7.67,8.05,10,Yes,7,6,5,No,7.17,7.62,6.86,HIGH,3.14,LOW,0.38
CLG0082,81,6.69,7.13,8,Yes,4,1,4,No,5.24,4.0,4.38,MEDIUM,5.62,MEDIUM,4.0
CLG0046,124,8.29,8.41,3,No,9,1,5,Yes,5.48,5.8,5.93,HIGH,4.07,MEDIUM,2.2
CLG0046,78,8.59,8.97,3,No,4,4,3,No,6.07,4.53,4.87,MEDIUM,5.13,MEDIUM,3.47
CLG0085,93,7.79,7.42,6,No,7,10,2,No,5.45,7.0,5.87,MEDIUM,4.13,MEDIUM,1.0
CLG0021,101,5.28,5.58,2,No,8,8,0,No,1.26,4.71,3.41,LOW,6.59,HIGH,3.29
CLG0030,121,5.85,5.47,6,No,1,3,5,No,2.86,5.09,4.55,MEDIUM,5.45,MEDIUM,2.91
CLG0064,78,6.43,6.34,5,No,7,4,0,No,3.51,2.73,3.13,LOW,6.87,HIGH,5.27
CLG0041,117,6.41,6.23,7,No,6,6,2,No,4.08,5.02,4.94,MEDIUM,5.06,MEDIUM,2.98
CLG0017,100,8.37,8.46,9,No,7,9,3,Yes,7.56,7.36,6.98,HIGH,3.02,LOW,0.64
CLG0005,85,5.09,4.89,9,No,2,4,0,No,2.98,1.73,2.64,LOW,7.36,HIGH,6.27
CLG0005,106,8.78,8.92,1,No,3,3,3,No,5.48,3.89,4.86,MEDIUM,5.14,MEDIUM,4.11
CLG0073,102,6.33,6.2,7,No,6,10,4,No,4.01,8.4,6.01,HIGH,3.99,LOW,0.0
CLG0075,90,6.55,6.91,3,No,4,10,0,No,3.33,4.8,4.09,LOW,5.91,HIGH,3.2
CLG0048,101,7.64,7.77,4,Yes,6,9,3,No,4.95,7.16,5.87,MEDIUM,4.13,MEDIUM,0.84
CLG0078,94,6.08,5.8,2,Yes,5,7,4,No,1.9,6.87,4.41,MEDIUM,5.59,MEDIUM,1.13
CLG0038,101,9.42,9.26,1,No,3,9,5,Yes,6.11,8.16,6.73,HIGH,3.27,LOW,0.0
CLG0006,109,5.43,5.78,10,Yes,1,10,0,No,4.17,4.2,4.51,MEDIUM,5.49,MEDIUM,3.8
CLG0058,123,7.22,7.11,3,Yes,5,6,1,No,3.88,4.02,4.56,MEDIUM,5.44,MEDIUM,3.98
CLG0014,81,9.25,9.29,10,No,5,4,3,No,9.03,4.73,6.19,HIGH,3.81,LOW,3.27
CLG0072,131,8.08,8.23,9,No,5,5,4,Yes,7.22,5.98,6.82,HIGH,3.18,LOW,2.02
CLG0094,70,6.46,6.31,1,Yes,0,10,5,No,2.17,8.0,4.56,MEDIUM,5.44,MEDIUM,0.0
CLG0059,97,7.1,6.89,3,No,5,2,1,No,3.65,2.24,3.31,LOW,6.69,HIGH,5.76
CLG0065,108,8.53,8.51,5,Yes,1,3,3,No,6.36,3.49,5.09,MEDIUM,4.91,MEDIUM,4.51
CLG0089,104,9.87,9.58,3,No,9,5,0,No,7.28,3.58,5.42,MEDIUM,4.58,MEDIUM,4.42
CLG0013,90,9.47,9.25,4,No,4,3,5,No,7.13,5.69,5.97,HIGH,4.03,LOW,2.31
CLG0027,96,6.71,6.27,4,No,6,3,3,No,3.29,4.49,4.05,LOW,5.95,HIGH,3.51
CLG0025,92,9.99,9.79,1,Yes,9,9,4,Yes,6.84,8.56,7.03,HIGH,2.97,LOW,0.0
CLG0056,91,5.02,4.84,6,Yes,0,4,0,No,1.9,1.33,2.15,LOW,7.85,HIGH,6.67
CLG0068,112,5.14,5.6,7,Yes,4,4,0,No,2.86,2.13,3.21,LOW,6.79,HIGH,5.87
CLG0059,105,9.12,9.21,7,Yes,8,1,5,No,7.89,5.6,6.49,HIGH,3.51,LOW,2.4
CLG0095,89,6.0,6.29,6,No,2,7,0,No,3.55,3.07,3.47,LOW,6.53,HIGH,4.93
CLG0049,113,5.3,4.85,7,No,1,10,2,Yes,2.41,5.8,4.51,MEDIUM,5.49,MEDIUM,2.2
CLG0018,104,6.19,5.8,3,Yes,9,9,4,No,2.3,8.56,5.42,MEDIUM,4.58,MEDIUM,0.0
CLG0081,112,7.13,7.44,5,Yes,1,8,1,No,4.74,4.11,4.75,MEDIUM,5.25,MEDIUM,3.89
CLG0075,109,8.65,8.77,7,Yes,2,2,0,No,7.29,0.84,4.41,MEDIUM,5.59,MEDIUM,7.16
CLG0076,87,8.12,7.81,10,No,0,6,4,No,7.27,5.42,5.86,MEDIUM,4.14,MEDIUM,2.58
CLG0003,91,6.19,6.09,5,Yes,1,10,2,No,3.18,5.8,4.45,MEDIUM,5.55,MEDIUM,2.2
CLG0079,111,7.52,7.56,10,Yes,5,10,2,Yes,6.72,6.6,6.52,HIGH,3.48,LOW,1.4
CLG0057,109,9.63,9.97,2,Yes,7,5,5,No,7.09,7.18,6.87,HIGH,3.13,LOW,0.82
CLG0006,99,9.08,8.64,6,No,3,8,0,No,7.12,3.71,5.32,MEDIUM,4.68,MEDIUM,4.29
CLG0069,101,6.62,6.72,7,Yes,1,1,4,No,4.57,3.4,4.21,LOW,5.79,HIGH,4.6
CLG0031,119,9.91,10.0,2,No,4,9,2,Yes,7.28,5.96,6.63,HIGH,3.37,LOW,2.04
CLG0008,91,8.54,9.02,10,No,2,9,0,No,8.41,3.96,5.8,MEDIUM,4.2,MEDIUM,4.04
CLG0010,108,5.31,5.62,8,Yes,4,7,5,No,3.31,7.47,5.46,MEDIUM,4.54,MEDIUM,0.53
CLG0003,96,5.18,4.96,5,Yes,2,8,3,No,1.75,5.91,4.0,LOW,6.0,HIGH,2.09
CLG0012,96,5.84,6.05,8,No,10,9,3,No,3.94,7.96,5.7,MEDIUM,4.3,MEDIUM,0.04
CLG0092,116,8.64,8.9,3,No,3,5,3,Yes,6.04,4.78,5.61,MEDIUM,4.39,MEDIUM,3.22
CLG0076,112,5.92,6.15,2,Yes,4,2,1,No,2.06,2.04,2.85,LOW,7.15,HIGH,5.96
CLG0094,112,7.56,7.88,7,Yes,6,1,4,No,5.98,4.4,5.37,MEDIUM,4.63,MEDIUM,3.6
CLG0019,119,5.47,5.87,5,Yes,1,5,5,No,2.59,5.98,4.76,MEDIUM,5.24,MEDIUM,2.02
CLG0021,100,9.6,9.2,5,No,5,8,3,Yes,7.51,6.51,6.62,HIGH,3.38,LOW,1.49
CLG0081,110,6.72,6.32,8,No,5,10,2,No,4.67,6.6,5.69,MEDIUM,4.31,MEDIUM,1.4
CLG0014,95,9.54,9.84,9,No,5,4,1,No,9.27,3.13,5.88,MEDIUM,4.12,MEDIUM,4.87
CLG0075,104,9.72,9.47,8,Yes,6,4,3,No,8.78,4.93,6.56,HIGH,3.44,LOW,3.07
CLG0029,98,5.03,4.59,10,No,10,4,0,No,3.05,3.33,3.53,LOW,6.47,HIGH,4.67
CLG0007,101,7.32,7.22,2,No,2,8,2,No,3.69,5.11,4.55,MEDIUM,5.45,MEDIUM,2.89
CLG0049,108,5.12,5.44,10,Yes,4,7,1,No,3.73,4.27,4.35,MEDIUM,5.65,MEDIUM,3.73
CLG0065,87,9.54,9.17,7,No,8,1,1,No,8.12,2.4,4.99,MEDIUM,5.01,MEDIUM,5.6
CLG0007,131,7.59,7.76,5,No,8,10,2,Yes,5.25,7.2,6.52,HIGH,3.48,LOW,0.8
CLG0014,84,5.37,4.87,7,Yes,6,6,3,No,2.46,5.82,4.05,LOW,5.95,HIGH,2.18
CLG0016,81,5.55,5.16,3,Yes,8,4,5,No,1.45,6.93,4.04,LOW,5.96,HIGH,1.07
CLG0099,117,6.92,6.77,4,Yes,2,2,5,No,3.79,4.84,4.75,MEDIUM,5.25,MEDIUM,3.16
CLG0016,111,9.7,9.28,7,No,6,3,0,No,8.29,2.09,5.35,MEDIUM,4.65,MEDIUM,5.91
CLG0085,109,8.46,8.81,2,No,0,4,0,No,5.54,1.33,3.91,LOW,6.09,HIGH,6.67
CLG0013,109,9.34,9.7,2,No,6,10,5,Yes,6.72,9.2,7.53,HIGH,2.47,LOW,0.0
CLG0082,99,6.83,7.09,1,Yes,2,7,5,No,2.97,7.07,5.01,MEDIUM,4.99,MEDIUM,0.93
CLG0029,86,5.22,4.96,1,No,2,1,0,No,0.44,0.4,1.11,LOW,8.89,HIGH,7.6
CLG0085,101,9.87,9.89,1,Yes,6,1,1,No,6.84,2.0,4.56,MEDIUM,5.44,MEDIUM,6.0
CLG0073,89,5.09,4.77,6,Yes,7,3,3,No,1.89,4.69,3.45,LOW,6.55,HIGH,3.31
CLG0095,114,9.74,9.52,5,Yes,3,2,5,Yes,7.83,5.04,6.4,HIGH,3.6,LOW,2.96
CLG0061,97,6.84,6.86,10,Yes,0,3,5,No,5.8,4.89,5.23,MEDIUM,4.77,MEDIUM,3.11
CLG0037,87,5.05,5.29,8,No,4,3,2,No,2.91,3.29,3.27,LOW,6.73,HIGH,4.71
CLG0017,95,8.45,8.04,5,Yes,9,1,4,No,5.97,5.0,5.31,MEDIUM,4.69,MEDIUM,3.0
CLG0031,106,9.9,9.7,1,Yes,3,6,0,No,6.72,2.82,4.93,MEDIUM,5.07,MEDIUM,5.18
CLG0059,91,9.83,10.0,8,No,8,8,2,Yes,9.23,6.31,7.07,HIGH,2.93,LOW,1.69
CLG0088,87,5.8,5.73,6,No,2,5,5,No,3.02,6.18,4.47,MEDIUM,5.53,MEDIUM,1.82
CLG0047,103,5.91,6.35,8,Yes,3,1,5,No,4.21,4.6,4.58,MEDIUM,5.42,MEDIUM,3.4
CLG0006,103,7.83,8.32,2,Yes,9,10,2,Yes,4.8,7.4,5.94,HIGH,4.06,LOW,0.6
CLG0032,92,8.19,8.22,10,Yes,2,7,5,No,7.61,7.07,6.74,HIGH,3.26,LOW,0.93
CLG0031,92,8.7,8.49,8,No,2,10,0,No,7.45,4.4,5.61,MEDIUM,4.39,MEDIUM,3.6
CLG0018,103,5.91,6.2,6,No,6,9,4,No,3.43,7.96,5.62,MEDIUM,4.38,MEDIUM,0.04
CLG0009,78,9.8,9.46,1,No,4,7,1,No,6.48,4.27,4.93,MEDIUM,5.07,MEDIUM,3.73
CLG0003,78,8.19,7.94,1,Yes,4,9,1,No,4.4,5.16,4.46,MEDIUM,5.54,MEDIUM,2.84
CLG0071,89,9.24,9.52,10,No,3,10,3,Yes,9.19,7.0,7.3,HIGH,2.7,LOW,1.0
CLG0026,96,7.7,7.63,5,No,9,9,5,No,5.22,9.36,6.77,HIGH,3.23,LOW,0.0
CLG0013,104,7.07,6.77,7,Yes,7,2,1,No,4.88,2.64,4.08,LOW,5.92,HIGH,5.36
CLG0034,122,9.89,10.0,4,No,0,8,2,Yes,7.93,4.71,6.44,HIGH,3.56,LOW,3.29
CLG0043,112,7.91,8.14,10,No,10,7,1,No,7.38,5.47,6.35,HIGH,3.65,LOW,2.53
CLG0093,97,9.33,8.96,5,No,8,7,3,No,7.17,6.67,6.49,HIGH,3.51,LOW,1.33
CLG0033,99,9.77,9.55,10,No,10,2,2,No,9.53,4.04,6.42,HIGH,3.58,LOW,3.96
CLG0069,84,8.38,8.1,3,No,8,1,2,No,5.3,3.2,4.14,LOW,5.86,HIGH,4.8
CLG0036,99,7.74,7.62,2,No,10,4,4,No,4.23,6.53,5.3,MEDIUM,4.7,MEDIUM,1.47
CLG0079,95,5.02,5.28,2,No,4,7,5,No,0.89,7.47,4.27,MEDIUM,5.73,MEDIUM,0.53
CLG0074,104,5.2,5.41,5,No,0,6,0,No,2.09,2.22,2.8,LOW,7.2,HIGH,5.78
CLG0068,87,6.0,6.16,4,Yes,1,10,0,No,2.79,4.2,3.58,LOW,6.42,HIGH,3.8
CLG0047,107,5.93,5.44,2,No,1,2,0,No,1.55,0.64,2.0,LOW,8.0,HIGH,7.36
CLG0061,122,6.27,5.91,5,Yes,5,7,3,No,3.1,6.07,5.05,MEDIUM,4.95,MEDIUM,1.93
CLG0045,98,6.52,6.24,10,Yes,9,10,1,No,5.16,6.6,5.68,MEDIUM,4.32,MEDIUM,1.4
CLG0096,106,6.8,6.57,9,No,8,9,0,No,5.23,5.16,5.27,MEDIUM,4.73,MEDIUM,2.84
CLG0088,110,7.1,6.75,8,No,2,2,1,No,5.21,1.64,3.92,LOW,6.08,HIGH,6.36
CLG0084,93,5.49,5.4,9,No,7,10,0,No,3.59,5.4,4.48,MEDIUM,5.52,MEDIUM,2.6
CLG0048,103,5.21,4.79,9,No,1,5,4,No,2.98,5.18,4.32,MEDIUM,5.68,MEDIUM,2.82
CLG0041,100,8.37,8.62,8,No,4,2,1,No,7.34,2.04,4.76,MEDIUM,5.24,MEDIUM,5.96
CLG0038,101,7.69,7.98,9,No,3,1,3,No,6.8,3.0,4.95,MEDIUM,5.05,MEDIUM,5.0
CLG0068,88,7.22,7.29,4,No,4,7,5,No,4.35,7.47,5.53,MEDIUM,4.47,MEDIUM,0.53
CLG0075,100,8.17,7.76,8,Yes,3,2,5,No,6.59,5.04,5.66,MEDIUM,4.34,MEDIUM,2.96
CLG0011,107,9.14,9.53,2,No,0,6,3,No,6.47,4.62,5.56,MEDIUM,4.44,MEDIUM,3.38
CLG0016,121,7.14,7.61,9,No,0,7,1,No,6.2,3.47,5.24,MEDIUM,4.76,MEDIUM,4.53
CLG0065,114,8.21,7.91,9,No,5,1,5,No,7.06,5.0,6.07,HIGH,3.93,LOW,3.0
CLG0097,132,9.77,9.97,3,No,7,9,3,Yes,7.51,7.36,7.5,HIGH,2.5,LOW,0.64
CLG0071,88,9.2,9.54,6,No,6,6,2,No,7.85,5.02,5.95,HIGH,4.05,LOW,2.98
CLG0067,113,7.13,7.17,7,Yes,3,2,3,No,5.2,3.44,4.69,MEDIUM,5.31,MEDIUM,4.56
CLG0071,102,8.22,8.04,3,Yes,4,1,4,No,5.16,4.0,4.71,MEDIUM,5.29,MEDIUM,4.0
CLG0001,132,5.89,5.87,5,No,7,1,4,No,2.84,4.6,4.53,MEDIUM,5.47,MEDIUM,3.4
CLG0097,87,7.8,7.81,1,No,5,2,1,No,4.08,2.24,3.31,LOW,6.69,HIGH,5.76
CLG0071,87,9.91,9.81,3,Yes,7,9,3,Yes,7.47,7.36,6.72,HIGH,3.28,LOW,0.64
CLG0004,91,7.59,8.02,8,No,5,2,1,No,6.44,2.24,4.33,MEDIUM,5.67,MEDIUM,5.76
CLG0082,68,9.64,9.88,3,No,7,1,0,No,7.36,1.4,3.97,LOW,6.03,HIGH,6.6
CLG0037,92,7.04,6.78,8,Yes,3,4,2,No,5.2,3.53,4.36,MEDIUM,5.64,MEDIUM,4.47
CLG0014,88,9.99,10.0,9,No,9,9,1,No,9.66,6.16,7.13,HIGH,2.87,LOW,1.84
CLG0079,102,7.9,8.09,6,Yes,1,8,1,No,6.01,4.11,5.09,MEDIUM,4.91,MEDIUM,3.89
CLG0025,105,5.21,4.85,7,No,2,7,1,No,2.35,3.87,3.58,LOW,6.42,HIGH,4.13
CLG0082,128,7.93,7.79,6,No,4,8,5,Yes,5.81,7.91,6.98,HIGH,3.02,LOW,0.09
CLG0004,114,6.37,6.78,8,No,3,2,1,No,4.8,1.84,3.9,LOW,6.1,HIGH,6.16
CLG0066,91,5.16,5.23,7,No,4,5,5,No,2.6,6.58,4.53,MEDIUM,5.47,MEDIUM,1.42
CLG0043,86,9.1,8.82,10,No,0,7,4,No,8.6,5.87,6.56,HIGH,3.44,LOW,2.13
CLG0026,107,6.38,6.0,1,No,0,1,2,No,1.9,1.6,2.53,LOW,7.47,HIGH,6.4
CLG0084,80,8.98,9.0,3,Yes,1,6,0,No,6.32,2.42,4.16,LOW,5.84,HIGH,5.58
CLG0015,127,6.44,6.49,3,No,10,7,2,No,2.96,6.27,5.16,MEDIUM,4.84,MEDIUM,1.73
CLG0006,117,5.97,5.8,3,No,1,8,1,No,2.17,4.11,3.81,LOW,6.19,HIGH,3.89
CLG0037,92,9.87,10.0,4,Yes,7,5,4,No,7.92,6.38,6.59,HIGH,3.41,LOW,1.62
CLG0043,74,6.81,6.38,1,No,9,8,0,No,2.43,4.91,3.5,LOW,6.5,HIGH,3.09
CLG0042,120,8.01,7.66,2,Yes,3,10,5,Yes,4.43,8.6,6.56,HIGH,3.44,LOW,0.0
CLG0013,98,8.05,8.1,5,No,5,1,1,No,5.77,1.8,4.0,LOW,6.0,HIGH,6.2
CLG0016,118,7.8,7.36,6,Yes,1,4,5,No,5.41,5.53,5.69,MEDIUM,4.31,MEDIUM,2.47
CLG0042,76,9.57,9.95,9,Yes,0,6,1,No,9.37,3.02,5.55,MEDIUM,4.45,MEDIUM,4.98
CLG0038,91,8.37,8.01,2,No,6,4,3,No,4.9,4.93,4.79,MEDIUM,5.21,MEDIUM,3.07
CLG0066,100,7.02,7.19,9,No,3,5,2,No,5.82,3.98,4.93,MEDIUM,5.07,MEDIUM,4.02
CLG0065,100,9.31,9.2,7,No,3,2,2,No,8.0,2.64,5.26,MEDIUM,4.74,MEDIUM,5.36
CLG0005,93,5.91,5.81,9,No,1,7,2,No,4.14,4.47,4.33,MEDIUM,5.67,MEDIUM,3.53
CLG0030,109,7.72,7.98,4,Yes,8,9,3,No,5.15,7.56,6.25,HIGH,3.75,LOW,0.44
CLG0095,83,9.75,9.75,7,Yes,1,7,4,No,8.67,6.07,6.61,HIGH,3.39,LOW,1.93
CLG0043,97,8.13,8.36,1,Yes,4,1,4,No,4.68,4.0,4.43,MEDIUM,5.57,MEDIUM,4.0
CLG0032,101,9.08,9.09,8,No,5,2,4,No,8.11,4.64,6.13,HIGH,3.87,LOW,3.36
CLG0067,107,8.27,8.36,7,Yes,2,8,5,Yes,6.76,7.51,6.84,HIGH,3.16,LOW,0.49
CLG0067,110,9.2,9.46,7,No,10,1,0,No,8.12,2.0,5.23,MEDIUM,4.77,MEDIUM,6.0
CLG0042,83,9.72,9.83,2,Yes,2,2,3,No,7.04,3.24,4.83,MEDIUM,5.17,MEDIUM,4.76
CLG0005,76,6.36,6.48,10,Yes,5,5,3,No,5.24,5.18,4.77,MEDIUM,5.23,MEDIUM,2.82
CLG0099,119,5.85,6.14,9,Yes,4,6,4,No,4.35,6.22,5.56,MEDIUM,4.44,MEDIUM,1.78
CLG0086,104,7.42,7.87,8,No,4,1,4,No,6.22,4.0,5.16,MEDIUM,4.84,MEDIUM,4.0
CLG0096,88,8.51,8.39,1,Yes,4,1,4,No,4.93,4.0,4.38,MEDIUM,5.62,MEDIUM,4.0
CLG0059,123,6.14,6.22,1,Yes,8,2,3,No,1.91,4.44,3.94,LOW,6.06,HIGH,3.56
CLG0023,101,5.02,4.61,5,No,7,3,4,No,1.4,5.49,3.78,LOW,6.22,HIGH,2.51
CLG0008,117,6.71,6.57,2,Yes,3,9,2,Yes,2.85,5.76,4.74,MEDIUM,5.26,MEDIUM,2.24
CLG0068,101,9.84,9.75,1,No,5,3,4,No,6.72,5.09,5.75,MEDIUM,4.25,MEDIUM,2.91
CLG0070,130,8.47,8.81,10,No,4,8,2,Yes,8.21,5.51,7.01,HIGH,2.99,LOW,2.49
CLG0091,126,7.01,7.02,8,Yes,10,6,1,No,5.36,5.02,5.6,MEDIUM,4.4,MEDIUM,2.98
CLG0019,96,5.96,6.19,4,No,5,10,1,No,2.78,5.8,4.37,MEDIUM,5.63,MEDIUM,2.2
CLG0044,114,6.78,6.3,2,No,10,5,3,No,2.69,6.18,4.8,MEDIUM,5.2,MEDIUM,1.82
CLG0093,109,5.85,5.81,5,No,7,9,0,No,2.77,4.96,4.25,LOW,5.75,HIGH,3.04
CLG0038,120,5.53,5.93,6,Yes,5,8,5,Yes,3.0,8.11,5.79,MEDIUM,4.21,MEDIUM,0.0
CLG0044,85,9.53,9.25,8,Yes,5,3,1,No,8.5,2.69,5.23,MEDIUM,4.77,MEDIUM,5.31
CLG0006,110,9.99,9.52,7,No,1,7,3,No,8.64,5.27,6.74,HIGH,3.26,LOW,2.73
CLG0003,115,5.82,5.75,7,Yes,6,4,3,No,3.38,4.93,4.59,MEDIUM,5.41,MEDIUM,3.07
CLG0096,73,5.27,5.47,1,No,2,8,2,No,0.84,5.11,2.93,LOW,7.07,HIGH,2.89
CLG0080,82,6.65,6.6,3,No,6,7,2,No,3.17,5.47,4.16,LOW,5.84,HIGH,2.53
CLG0033,69,7.31,7.27,3,Yes,4,3,4,No,4.05,4.89,4.05,LOW,5.95,HIGH,3.11
CLG0066,95,6.02,6.19,7,No,3,7,5,No,3.82,7.27,5.36,MEDIUM,4.64,MEDIUM,0.73
CLG0058,110,6.51,6.26,2,Yes,9,6,1,No,2.5,4.82,4.11,LOW,5.89,HIGH,3.18
CLG0026,122,6.0,6.25,10,Yes,0,6,2,No,4.85,3.82,4.85,MEDIUM,5.15,MEDIUM,4.18
CLG0099,101,8.87,8.52,7,No,7,10,0,No,7.24,5.4,6.08,HIGH,3.92,LOW,2.6
CLG0028,124,8.56,8.46,9,Yes,1,3,5,Yes,7.67,5.09,6.52,HIGH,3.48,LOW,2.91
CLG0043,79,8.17,8.33,1,No,9,4,3,No,4.68,5.53,4.73,MEDIUM,5.27,MEDIUM,2.47
CLG0075,74,6.94,7.27,2,No,7,4,5,No,3.5,6.73,4.66,MEDIUM,5.34,MEDIUM,1.27
CLG0088,99,9.55,9.84,6,No,6,6,4,No,8.28,6.62,6.95,HIGH,3.05,LOW,1.38
CLG0016,105,9.85,10.0,2,No,2,9,2,Yes,7.24,5.56,6.21,HIGH,3.79,LOW,2.44
CLG0089,99,5.87,5.73,2,Yes,10,5,2,No,1.73,5.38,3.84,LOW,6.16,HIGH,2.62
CLG0023,68,6.12,5.74,5,No,6,8,2,No,2.88,5.91,3.98,LOW,6.02,HIGH,2.09
CLG0059,98,7.63,7.35,7,No,0,5,5,No,5.64,5.78,5.54,MEDIUM,4.46,MEDIUM,2.22
CLG0035,80,5.46,5.82,4,Yes,4,6,1,No,2.21,3.82,3.08,LOW,6.92,HIGH,4.18
CLG0089,110,7.18,7.54,6,Yes,1,6,5,No,5.17,6.42,5.82,MEDIUM,4.18,MEDIUM,1.58
CLG0041,105,7.91,8.36,3,No,1,4,2,No,5.21,3.13,4.43,MEDIUM,5.57,MEDIUM,4.87
CLG0097,85,7.61,7.19,4,Yes,2,10,5,No,4.51,8.4,5.92,MEDIUM,4.08,MEDIUM,0.0
CLG0022,92,6.65,6.69,4,No,6,10,3,No,3.57,7.6,5.34,MEDIUM,4.66,MEDIUM,0.4
CLG0074,84,7.71,7.86,4,No,1,5,2,No,5.06,3.58,4.19,LOW,5.81,HIGH,4.42
CLG0001,99,9.79,10.0,1,Yes,3,4,5,No,6.87,5.93,6.11,HIGH,3.89,LOW,2.07
CLG0046,114,6.03,6.17,4,No,3,2,0,No,2.81,1.04,2.79,LOW,7.21,HIGH,6.96
CLG0022,85,8.27,8.54,4,Yes,0,2,2,No,5.89,2.04,3.92,LOW,6.08,HIGH,5.96
CLG0032,107,5.22,5.08,6,Yes,6,8,4,No,2.19,7.51,5.01,MEDIUM,4.99,MEDIUM,0.49
